Datetime,Tweet Id,original_text,geo,retweet_count,reply_count,like_count
2022-03-10 14:25:02+00:00,1501927110973304834,"JUST LAUNCHED by Forecasting Healthy Futures: a “first of its kind” Malaria Planning and Prediction Tool Kit. It uses a “data-driven, AI-powered, story-telling system...to strengthen early warning systems” to eliminate #malaria by 2030 @uniindianews https://t.co/ANm5YG9rIe",,0,0,1
2022-03-10 14:23:30+00:00,1501926724258390021,"The successful project of Fighting malaria with drones resulted in having a drastic decline in malaria incidence, where malaria was dropped down by 90.6%, from 12,041 cases to 1,129 cases. This intervention is now being scaled nationwide... Read more on https://t.co/MbZ1u2XEiZ https://t.co/qIfvSvWV1m",,2,1,9
2022-03-10 14:21:16+00:00,1501926162225840129,"COVID-19 IS ON LIFE SUPPORT, TOTALLY DIMINISHING. WE'LL SOON ARCHIVED IT WITH HIV, TB, MALARIA AND SO ON... https://t.co/oVRBK6x5rx",{'place_id': '3df4e3a5f8fa480a'},0,0,0
2022-03-10 14:21:14+00:00,1501926155775098882,New #malaria treatments essential as drug resistance grows @burnetinstitute @PLOSPathogens https://t.co/7F1dwmvKbs,,4,0,7
2022-03-10 14:17:17+00:00,1501925162354196485,getting a malaria shot before going to the Rainforest Café,,0,0,0
2022-03-10 14:02:13+00:00,1501921368866230277,Malaria risk is greater in rice-growing than in non-rice-growing areas.@PMIgov,,0,0,0
2022-03-10 14:01:37+00:00,1501921217556668418,"Centering women in community engagement activities supports compliance in malaria treatment, vector control and prevention.

Following #IWD2022, read these stories of women tackling malaria in Viet Nam’s  🇻🇳 remote communities: https://t.co/F5h4OhmtJm",,1,0,1
2022-03-10 14:01:26+00:00,1501921172685877251,"JOE NEWS
BREAKING: Morty Smith has eaten 2000 doses of lifesaving malaria vaccines! https://t.co/axuzmaVtDA",,0,0,0
2022-03-10 14:00:13+00:00,1501920865428062210,We've worked with @CDCGlobal for over 25 years to combat diseases like malaria &amp; #COVID19 and ensure all nations have the public health capabilities &amp; health systems needed to protect the most marginalized. Read more about our meaningful partnership: https://t.co/cgKzuQdLbj https://t.co/WOaVhpwvhc,,1,0,1
2022-03-10 14:00:02+00:00,1501920818284146692,Sounds of Mosquitoes' Mating Rituals Could Help Fight #malaria  https://t.co/hGm6OLhi5l a través de @sciam,,0,0,0
2022-03-10 13:52:12+00:00,1501918850060804100,Malaria Day: Rhodes-Vivour To Provide Health Cover For 1m Lagosians https://t.co/FybXHZ4fSJ,,0,0,0
2022-03-10 13:46:27+00:00,1501917403659259905,"HAWI geography were honoured to have Mr Geoff Butcher in to show year 7 and 8s many artefacts from his time in Lagos researching malaria. Students had a hands-on experience looking at old coins, a 250 year old book and even a sexton. We look forward to his next visit! https://t.co/Qdup6aJ8d8",,1,0,2
2022-03-10 13:44:00+00:00,1501916785246982145,Malaria Day: Rhodes-Vivour To Provide Health Cover For 1m Lagosians https://t.co/u94mWLQCqz,,1,0,2
2022-03-10 13:37:32+00:00,1501915158364442624,Lmao I get malaria before. https://t.co/lKnun37wvr,,0,0,0
2022-03-10 13:36:19+00:00,1501914852033548295,"Large losses of water &amp; food to billions of people

Many diseases will be increased, including malaria

https://t.co/4ATgC3e1Zj

Extreme weather events will be increasing severe, frequent, and also compound and cascading

Many large amplifying feedbacks sources already triggered https://t.co/jYwmmXWeQ7",,1,0,1
2022-03-10 13:32:27+00:00,1501913876434235396,"An investment in @GlobalFund is for more than #HIV, TB &amp; malaria responses. It's investing in strong community &amp; health systems, equity, gender equality &amp; human rights. 

We call on donors to do #WhateverItTakes to invest at least $18 billion! 📢

Read on➡️https://t.co/UiensoH14t",,2,0,2
2022-03-10 13:31:26+00:00,1501913624444641284,Ment &amp; Malaria or Off Side 👺👹😹 https://t.co/yfvJTADd5m,,0,0,0
2022-03-10 13:30:14+00:00,1501913319455830017,"😂😂😂😂 me wee get malaria right from time. Una de ment, my friend chop your L and focus. https://t.co/f4gx579fzr",,1,1,0
2022-03-10 13:28:54+00:00,1501912983429165058,Fit me ment or malaria https://t.co/eN4scPyxYn,,0,0,0
2022-03-10 13:26:00+00:00,1501912257214791688,"Today President Kenyatta witnessed the signing of the @moderna_tx MOU which will enable African countries manufacturer her vaccines including those of COVID 19 and malaria

#MOHModernaMOU",,4,0,5
2022-03-10 13:22:08+00:00,1501911283364503558,"PCRbeam™ Fast PCR Detection Kit for #Malaria detection https://t.co/EPe6sMP9bO
S.Sharma et al. ""Advanced Multiplex Loop Mediated Isothermal Amplification (mLAMP)...inquire at info@highqu.com",,1,0,0
2022-03-10 13:15:21+00:00,1501909576303751168,"""Irrigated rice-growing communities in sub-Saharan #Africa are exposed to greater #malaria risk, as well as more #mosquitoes."" https://t.co/ORn67VTOTX",,0,0,1
2022-03-10 13:15:08+00:00,1501909521891004418,"📢Open positions for USAID-funded Supporting #Malaria and Reproductive Health/Family Planning Activities in Angola Proposal:
🔹Chief of Party: https://t.co/UncfJCx0ob 
🔸Technical Director: https://t.co/dFN1WixoP8
🔸Director of Finance &amp; Admin.: https://t.co/VrFtDXefWg
#Hiring https://t.co/JkcY0yjzHd",,0,0,0
2022-03-10 13:09:15+00:00,1501908038709612553,"Prof Wilfred Mbacham, #MARCAD PI in Cameroon is taking part to the   “Stop Malaria” Campaign launching  this March 10th. The ceremony is under the High patronage of the First Lady of Cameroon
 @wilfredmbacham #DELTASAfrica  #Stopmalaria #campain #Cameroon #endmalaria #malaria https://t.co/mfdieVNRTc",,2,0,7
2022-03-10 13:08:46+00:00,1501907919444619267,Effects of Malaria in Pregnancy on Neurocognitive Development in Children at 1 and 6 Years of Age in Benin: A Prospective Mother–Child Cohort https://t.co/dvIsXIcK2z,,0,0,0
2022-03-10 13:08:03+00:00,1501907736665239559,"New in ACS Med. Chem. Lett.: a by-product proved potent in vitro and efficacious in a mouse model of malaria @carlierlabVT 

https://t.co/CiAibvFGxC https://t.co/CHPjMw5ZLu",,1,0,5
2022-03-10 13:06:17+00:00,1501907295189422080,Dissecting the role of Plasmodium Metacaspase-2 in malaria gametogenesis and sporogony https://t.co/BiAxqNbObh https://t.co/TuNJuFET1K,,0,0,0
2022-03-10 13:06:11+00:00,1501907267829972993,Evaluating malaria prevalence and land cover across varying transmission intensity in Tanzania using a cross-sectional survey of school-aged children https://t.co/qmeINm6pfm https://t.co/d66yU8A6Cc,,0,0,0
2022-03-10 13:06:09+00:00,1501907258099134470,Addressing child health inequity through case management of under-five malaria in Nigeria: an extended cost-effectiveness analysis https://t.co/Yud3k6vbMW https://t.co/ObzCAA5lRM,,0,0,0
2022-03-10 13:06:06+00:00,1501907248607477761,Resurgent and delayed malaria https://t.co/u4fBNJc6Fg https://t.co/JrEkqSE1NF,,0,0,0
2022-03-10 13:06:04+00:00,1501907239363235842,Leveraging Mann-Whitney U test on large-scale genetic variation data for analysing malaria genetic markers https://t.co/o6WUWs4VQj https://t.co/KTYcB1MHnQ,,0,0,0
2022-03-10 13:05:27+00:00,1501907082815148032,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN-Africa
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV https://t.co/6elawB4EF0",,0,0,0
2022-03-10 13:04:32+00:00,1501906852816297986,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN-Africa
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV https://t.co/VLk9RK7ihW",,0,0,2
2022-03-10 13:03:54+00:00,1501906693151678469,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV https://t.co/EROUVozwlu",,0,0,1
2022-03-10 13:02:57+00:00,1501906455179444226,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN-Africa
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV https://t.co/Jqd1IBBMbv",,0,0,1
2022-03-10 13:01:46+00:00,1501906155668443143,DID MALARIA HAD A BOOP JOB?? IN THOSE DAYS OF HER PORN CAREER SHE WAS A LOT SKINNY.RIGHT CHRISTIANS MUST BE VERY PROUD OF THIS😳😳😳 https://t.co/mx5ISdY2xL,,1,0,1
2022-03-10 13:00:23+00:00,1501905808241664006,"Check out @ExpreS2ionB in this short video. Making a difference within  #oncology and #infectiousdiseases, and we are excited about the future! #covid19 #breastcancer #influenza #malaria #ExpreS2 #biotech #vaccineswork #ProteinsForLife https://t.co/1txb9ErL1W",,6,0,9
2022-03-10 13:00:02+00:00,1501905718517153800,"#Health #authorities also look suspiciously at the planted #areas because the stagnant water is a nursery for malaria #mosquito, what Piura is an endemic zone,... https://t.co/qcuZGj07yn  #Piura #Peru #agriculture #visitPiura",,0,0,0
2022-03-10 12:58:34+00:00,1501905352337539074,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV https://t.co/a4v5CFHG7T",,0,0,0
2022-03-10 12:57:01+00:00,1501904960870621192,"📣 New study identifies areas with high simultaneous burden of #HIV, #malaria, &amp; #tuberculosis in Ethiopia

“Spatial distribution of the diseases was significantly associated with healthcare access, demographic, and climatic factors”

➡️ https://t.co/3W3vFl9XfW https://t.co/4MFKqRCFRs",,1,0,3
2022-03-10 12:52:36+00:00,1501903851833765891,"The Malawi Liverpool Welcome Trust, is today leading the medical society in remembering late Professor Malcom Molyneux, who among others pioneered tropical medicine researches in Malawi.

He died lastyear after serving Malawi in various capacities of

https://t.co/LRkjyi0JFv https://t.co/MGgyrsc1lk",,0,0,0
2022-03-10 12:52:34+00:00,1501903840878407685,"#Plasmodium falciparum is a unicellular #protozoan parasite of humans, and the deadliest species of Plasmodium that causes #malaria in humans. The parasite is transmitted through the bite of a female Anopheles mosquito and causes the disease's most dangerous form",,1,0,0
2022-03-10 12:48:46+00:00,1501902883918389251,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV https://t.co/y5bWcCtnK0",,0,0,0
2022-03-10 12:48:02+00:00,1501902700975378438,"The writing is on the wall

Diseases like malaria &amp; TB have been largely controlled or eliminated in high-income nations but kill millions each year in low- &amp; middle-income nations

Rich nations are “moving on” from Covid, yet only 1 in 10 people in low-income nations are vaxxed https://t.co/GeWhtEXbWV",,3,2,24
2022-03-10 12:47:44+00:00,1501902623188074496,A vaccine targeting the L9 epitope of the malaria circumsporozoite protein confers protection from blood-stage infe… https://t.co/g1ihdtrRPo,,0,0,1
2022-03-10 12:47:43+00:00,1501902622969810952,"I do birthday you send Aza 
You do birthday,you still send Aza 

Comrade ment or malaria?",,1,1,3
2022-03-10 12:46:59+00:00,1501902436671365123,This Chelsea news is giving me malaria.,,1,0,4
2022-03-10 12:45:33+00:00,1501902074577043457,Yhup i got chronic malaria https://t.co/6cODEinJHb,,0,0,0
2022-03-10 12:44:53+00:00,1501901908239396866,"President Kenyatta witnessed the signing of the @moderna_tx MOU which will enable African countries manufacturer her vaccines including those of COVID 19 and malaria

#MOHModernaMOU",,1,0,5
2022-03-10 12:44:29+00:00,1501901807995568130,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN-Africa
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV https://t.co/MWzkgJIoRB",,0,0,1
2022-03-10 12:41:45+00:00,1501901120654004225,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV https://t.co/vy8ojl6JuA",,0,0,0
2022-03-10 12:40:36+00:00,1501900828738830337,Be like I get malaria boss https://t.co/An8KvRx1M2,,0,0,0
2022-03-10 12:40:14+00:00,1501900735864360960,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV https://t.co/i2excHNgif",,0,0,0
2022-03-10 12:39:30+00:00,1501900554267680771,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN-Africa
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV https://t.co/aesoGmEmvu",,0,0,0
2022-03-10 12:38:19+00:00,1501900256111386628,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN-Africa
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV https://t.co/zzQUgNNoIM",,0,0,1
2022-03-10 12:37:34+00:00,1501900064658231304,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN-Africa
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV https://t.co/fCV8d0HSMi",,0,0,0
2022-03-10 12:36:25+00:00,1501899777507741696,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN-Africa
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV https://t.co/TykpelllJ6",,0,0,0
2022-03-10 12:35:17+00:00,1501899493192654850,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV https://t.co/VpfQ5YgqcJ",,0,0,0
2022-03-10 12:34:09+00:00,1501899208672088064,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN-Africa
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV https://t.co/Qi4GiVpX3v",,0,0,0
2022-03-10 12:31:58+00:00,1501898658069061632,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN-Africa
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV https://t.co/f39OTzDgr1",,0,0,0
2022-03-10 12:31:37+00:00,1501898570093711362,"Skeleton posting (in order):
- A Chinese anti-Malaria public health poster from the 20th century
- ""Victory"" by Alfred Fredericks for the cover of Harper's weekly from the 19th century 
- ""Postman"" by Hans Arnold 
- ""Girl and Death"" by August Brömse https://t.co/471zSrjhyS",,3,1,36
2022-03-10 12:31:17+00:00,1501898485502812167,"This Thursday is activity report Thursday!
Promote HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services for all people.
Proud co-agitators!
#EndTB
#tbmustnotwin
#FightForWhatCounts
#investincommunitiesendtb
#GFAN-Africa
#hivmustnotwin
#PreventTB
#PreventHIV
#GBV",,1,0,2
2022-03-10 12:30:03+00:00,1501898174952194053,Can’t stand mosquitoes. Horrible things. Any solution to the issue of malaria that doesn’t concentrate on wiping them out is not one that I have much time for.,,0,0,0
2022-03-10 12:22:47+00:00,1501896346105700352,"Seeing mothers in her community lose young children to #malaria, Mercy became determined that when she grew up she'd help mothers keep their kids safe.
 
Now she does! Here's how: https://t.co/XGkxabQ864 https://t.co/mxZg4ebsk0",,5,0,6
2022-03-10 12:22:22+00:00,1501896240149278721,"A piece I wrote in response to the @GlobalFund Investment Case- calling for donors and partners to do #WhateverItTakes to get AT LEAST $18 billion for HIV, TB and malaria, for community and health systems strengthening, gender equality and human rights 

https://t.co/IIA4J1Bb6M https://t.co/O14FtuDo7c",,1,1,5
2022-03-10 12:21:24+00:00,1501895998276345857,elden ring maleria fight more like malaria fight gotem,,0,1,4
2022-03-10 12:20:58+00:00,1501895889186705412,"Malaria is caused by the bite of a female mosquito
#EagleOfIslam",,17,0,5
2022-03-10 12:15:37+00:00,1501894541854621703,"🇮🇪 Delighted to meet @GlobalFund reps Dianne Stewart with Grace &amp; Constance to discuss Ireland’s pledge to fight HIV, TB &amp; malaria helping to build a safer, healthier, future for all. Fighting for what counts. #GlobalFund. https://t.co/8mr95FRgAr",,0,0,5
2022-03-10 12:14:19+00:00,1501894217156763656,"A herbal remedy for Staph Aurues, STDs,P.I.D,Chlamydia,Candidiasis From Proven natural and organic therapy 
Flush out bacteria, viral,fungi infections and malaria parasites and boost overall immune systems 
fight against pathogenic organism 
for more visit https://t.co/5WfcpXajRp https://t.co/JdPO9TaIpx",,0,0,0
2022-03-10 12:12:53+00:00,1501893856824107010,"An investment in @GlobalFund is for more than #HIV, TB &amp; malaria responses. It's investing in strong community &amp; health systems, equity, gender equality &amp; human rights. 

We call on donors to do #WhateverItTakes to invest at least $18 billion! 📢

Read on➡️https://t.co/ze46cWdZfa https://t.co/30U2VpTUfG",,5,0,19
2022-03-10 12:01:25+00:00,1501890968039137284,Have you viewed our open-access #malaria tools recently? Use them to visualise molecular markers of resistance by location and year https://t.co/w8eh7L2gIj,,1,0,1
2022-03-10 12:01:20+00:00,1501890947885453323,"“The @_AfricanUnion and the @GlobalFund working together towards an Africa free of #AIDS, #tuberculosis and #malaria is a partnership that counts” - H.E Minata @AmbSamate Commissioner for Health, Humanitarian Affairs and Social Development. https://t.co/kCiuCjcctV",,1,0,0
2022-03-10 12:01:11+00:00,1501890908903645194,"Come and work with us, we are looking for a #DataManager for a varied role working with @IDDOnews on health-related datasets across emerging infections and poverty-related infectious diseases, including #malaria #COVID19 https://t.co/WRP4Qf3ROY 
@UniofOxfordJobs #recruitment",,1,0,2
2022-03-10 12:00:48+00:00,1501890812665282563,"A herbal remedy for Staph Aurues, STDs,P.I.D,Chlamydia,Candidiasis From Proven natural and organic therapy 
Flush out bacteria, viral,fungi infections,malaria parasites and boost overall immune systems 
fight against pathogenic organism 
for more visit https://t.co/5WfcpXajRp https://t.co/BybMpPi9Th",,0,0,0
2022-03-10 11:51:11+00:00,1501888392396951556,"India’s Journey From Requesting Penicillin in 1947 to Making Vaccines for the World

https://t.co/4zBULx7IGk",,0,0,0
2022-03-10 11:50:37+00:00,1501888253171052557,all these ones will go and take malaria test and they won't even have to tie their arms with rope 😭 https://t.co/1iF0d1GHXd,,0,1,3
2022-03-10 11:49:24+00:00,1501887946366062594,"The mRNA will also produce other vaccines like those of cancer , diabetes, malaria and other diseases 

#MOHModernaMOU https://t.co/zkwXF3e7pt",,1,0,1
2022-03-10 11:44:25+00:00,1501886690750832640,"Prices of malaria drugs are on a steady increase!!! Like fuel!!

For those not on a Wellahealth plan or any other health cover, how are you coping? 

#malaria #nigeria #microinsurance",,3,0,4
2022-03-10 11:38:06+00:00,1501885099570307079,"It's important to note that the mRNA will also produce other vaccines like those of cancer , diabetes, malaria and other diseases 

#MOHModernaMOU https://t.co/LUjd9IWepe",,0,0,0
2022-03-10 11:31:59+00:00,1501883561644904452,"Also the President Kenyatta witnessed the signing of the @moderna_tx MOU which will enable African countries manufacturer her vaccines including those of COVID 19 and malaria

#MOHModernaMOU https://t.co/5vadB12a4l",,0,0,0
2022-03-10 11:30:20+00:00,1501883146287128576,The malaria infection cycle begins when sporozoites enter the blood of a vertebrate host after being bitten by a mosquito. #malaria #plasmodium #infectiousdiseases #neglectedtropicaldiseases #malariaawareness https://t.co/jimxRZCHpZ https://t.co/6WWW4c8iw8,,2,0,1
2022-03-10 11:25:00+00:00,1501881804927688709,"President Kenyatta witnessed the signing of the @moderna_tx MOU which will enable African countries manufacturer her vaccines including those of COVID 19 and malaria

#MOHModernaMOU https://t.co/fRx5aUAtrc",,7,0,5
2022-03-10 11:19:53+00:00,1501880517758701569,"I went to KANIFING HOSPITAL today for Suffering from Malaria, They Gave me some DRUGS 💉 As I was Going home 🏠  My Female Bestie saw me and started Screaming ""Chun Chi BAN HALEH NGA BIRRAL"", so some 1 shouldn't go to hospital 😂😂😂
@FunnyGambians 🇬🇲 🇬🇲",,0,0,0
2022-03-10 11:17:26+00:00,1501879900927676422,"- Didn't complete my last malaria dosage despite this woman's admonitions. Now, I'm feeling weak again. 😭",,0,1,0
