Datetime,Tweet Id,original_text,geo,retweet_count,reply_count,like_count,author_id,context_annotations
2022-05-19 07:57:33+00:00,1527196747520430080,Malaria is actually a beautiful name,,0,1,0,3255129954,[]
2022-05-19 07:55:31+00:00,1527196237635665920,Finance Assistant (PF-SMC Support) at Malaria Consortium https://t.co/iiojsGMX8t,,0,0,0,2715432572,[]
2022-05-19 07:51:04+00:00,1527195117999771648,"Nigeria: @milecentfdn Healed Hearts with Free #ZeroMalaria Outreach
 https://t.co/1SWiyGqSN8

#theafricandreamdotnet #TheAfricanDreamLLC #werisetogether #Africa #arakunrinlekan #malaria #malariaprevention",,1,0,0,1355187571576496129,[]
2022-05-19 07:50:02+00:00,1527194857051127809,"Cameroon 🇨🇲: Yannick Noah Commits to the Fight Against Malaria. The former winner of the Roland-Garros tournament is committed to the Impact Santé Africa association which fights against this disease.. click here to read 👇
https://t.co/ikdJTDebMP
#cameroun
#malaria https://t.co/9fVBQ17org",,1,0,0,1343703301465001985,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1510896182872084482', 'name': '2022 French Open'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1503754635957321728', 'name': 'Yannick Noah'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1510896182872084482', 'name': '2022 French Open'}}]"
2022-05-19 07:42:00+00:00,1527192837032251392,"Good Knight Mosquito Net for Double Bed at 1000

https://t.co/aI75VpMZko

#AmazonSpecials #CouponLap #BestDeals #megasummersale #Dengue #Malaria",,0,0,0,1444191014701309952,[]
2022-05-19 07:40:35+00:00,1527192477857366016,The PS of Uganda @DianaAtwine in 2020 flagged off trucks transporting mosquito nets from the central warehouse at @nmsuganda to sub counties in 25 districts under Wave One. The districts  selected based on their high burden of Malaria https://t.co/Es5P6K2BHb,,0,0,1,1494553751490867200,[]
2022-05-19 07:40:16+00:00,1527192397481902081,Sebi kani mori 1plate of peppersoup and Hollandia yoghurt this malaria for go😩,{'place_id': '0055ea705376dd79'},0,0,0,1514573363880079362,[]
2022-05-19 07:38:19+00:00,1527191909885788160,apple’s self driving car could fly and cure malaria just by being around the infected https://t.co/neQAQ4nuXc,,0,0,7,174346672,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10027232467', 'name': 'Microsoft'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10027604610', 'name': 'Microsoft Windows'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '898670051594649601', 'name': 'Virtual reality', 'description': 'Virtual Reality'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '909834222868639749', 'name': 'Self-driving cars', 'description': 'Auto - Self-driving cars'}}, {'domain': {'id': '79', 'name': 'Video Game Hardware', 'description': 'Video Game Hardware'}, 'entity': {'id': '898670051594649601', 'name': 'Virtual reality', 'description': 'Virtual Reality'}}]"
2022-05-19 07:33:13+00:00,1527190623631048704,"A Safety, Immunogenicity and Efficacy Study of PvRII/Matrix-M in Healthy Thai Adults Living in Thailand ( MIST3 )Living in Thailand: Status: Not yet recruiting, 
Condition Summary: Plasmodium Vivax Infection; Malaria Vaccine https://t.co/xhqKc5g5Ao",,0,0,0,2527289845,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847544972781826048', 'name': 'Careers', 'description': 'Careers'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '961961812492148736', 'name': 'Recruitment', 'description': 'Recruitment'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
2022-05-19 07:32:21+00:00,1527190407678926850,"Malaria Consortium launched the campaign earlier  to provide trained community health workers with a bicycle so that they can reach more people who may need their help especially in Iyolwa, a sub-county in eastern Uganda, https://t.co/Jofkt1U4rv",,0,1,2,1494553751490867200,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '903303816698671104', 'name': 'Wellness and health', 'description': 'Wellness & Health'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '918538847302041600', 'name': 'Community Health', 'description': 'Community Health'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
