Datetime,Tweet Id,original_text,geo,retweet_count,reply_count,like_count,author_id,context_annotations
2022-07-07 07:34:22+00:00,1544947917986807808,"Big push in fight against malaria, dengue: 4 more institutes to train vector-illness experts

@abantika77 reports

#ThePrintHealth

https://t.co/EWX6RpuIXp",,0,0,0,2930935453,[]
2022-07-07 07:30:19+00:00,1544946901077868545,"Anyways, my ram has malaria and typhoid. 😒
Presently on treatment",,0,0,0,431524002,[]
2022-07-07 07:28:05+00:00,1544946336939872258,"I am breakfasting under Durham’s old Shire Hall’s splendid rotunda and thinking of the ends of rulers, especially Sigismund II, my favourite Polish king, libertine, patron of the arts, who died on his day 450 years ago of syphilis, malaria, gout and TB. https://t.co/eOgme88tYw",,6,24,177,270459817,[]
2022-07-07 07:23:06+00:00,1544945085913219072,"#RT @APLMA_Malaria: Thank you to His Excellency Prof Mam Bunheng for confirming #Cambodia’s commitment to #EndMalaria by 2025. 👏👏👏 

Delighted to continue working with our partners in Cambodia and around the world to improve the health and well-being… https://t.co/pjDkoaM8Xl",,0,0,0,926377406310449152,[]
2022-07-07 07:22:49+00:00,1544945015281094658,"While the world has made incredible progress in the fight to defeat malaria, a child still dies of malaria every minute. Now is the time to #FightForWhatCounts to #BeatMalaria. #MeetTheTarget

 #TheBeatContinues
@GFAN_Africa @GhanaPresidency 
@CS4MEglobal @GlobalFund https://t.co/PKwzKAsLIt",,1,0,1,2367658850,[]
2022-07-07 07:21:15+00:00,1544944617509965825,Malaria-induced changes in host odors enhance mosquito attraction | PNAS https://t.co/Xbr5DnCXID,,0,0,0,988131289206177792,[]
2022-07-07 07:18:12+00:00,1544943849411411968,"Register https://t.co/m6cHWFU9p7
to attend  the discussion on #malaria  reduction overview
Friday, July 8,2022, from 8-9pm
Topic: 'PMI- Malaria reduction activity overview' https://t.co/WQdD5BDh5q",,1,0,3,1315932454927114240,[]
2022-07-07 07:17:38+00:00,1544943707966898181,I just feel this is Malaria trying to step in 😐,,0,0,0,188807598,[]
2022-07-07 07:15:57+00:00,1544943284711219201,Why do malaria medicines have to smell so bad that it even sickens you?😫,,0,0,0,1531914565293858821,[]
2022-07-07 07:08:49+00:00,1544941490178207744,Current Recruitment Opportunity for Procurement and Admin Officer at Malaria Consortium https://t.co/6zAG3mcF5I,,0,0,0,272643611,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847544972781826048', 'name': 'Careers', 'description': 'Careers'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '961961812492148736', 'name': 'Recruitment', 'description': 'Recruitment'}}]"
2022-07-07 07:07:24+00:00,1544941133985374210,"I have been vomiting since morning ooo, chai malaria has gotten a hold of me. 

My boobs are heavier too 🤦‍♀️",,1,2,3,1194112262375706624,[]
2022-07-07 07:07:07+00:00,1544941060991832064,"The WHO posted an article in 2020 on Vector-borne diseases, according to which, 700 000+ people are killed each year from mosquito-born diseases Like Malaria, Dengue Fever, and Yellow Fever! 
Call us at 9572762204 or
Visit : https://t.co/LyV3YOdda9

#BestSchool #Leedsasiansschool https://t.co/jyNj9ShIkV",,0,0,0,1428622239222538243,[]
2022-07-07 07:06:22+00:00,1544940875159146500,"So there were a lot of esusu outside last night. Body was shooking me to place a bowl of water under the light and start trapping them, but malaria said no 😭",,0,0,0,1003956524430094336,[]
2022-07-07 07:06:18+00:00,1544940856335278080,A male steroid controls female sexual behaviour in the malaria mosquito – World News https://t.co/6Fh2xDI4Q0,,0,0,0,1438229564883353602,[]
2022-07-07 07:03:16+00:00,1544940095249063936,Don't forget to take your #Malaria pill!,,1,0,0,2231406062,[]
2022-07-07 06:55:53+00:00,1544938234773389313,"Wait.

Some of you chew malaria drugs?
I'm having chills just thinking about it",,2,3,8,1016311260021972993,[]
2022-07-07 06:55:04+00:00,1544938027839012865,Bro said Malaria😭 https://t.co/9N9rGdRAUd,,0,0,0,1161294436590084098,[]
2022-07-07 06:54:50+00:00,1544937969731403776,I got to represent @MIPS_Australia today by giving my first conference talk in a room full of people and I am still alive despite how I felt beforehand. It was really exciting to talk about my malaria research and I really appreciate everyone who came to watch 🧪👨🏽‍🔬🧫 #RACI2022 https://t.co/3f5DoWXUJj,{'place_id': '07d9c93e35487001'},1,2,12,554288176,[]
2022-07-07 06:54:40+00:00,1544937929834844160,"It takes 10 years or more for HIV to advance to AIDS. And you can have it and look perfectly fine, while treating malaria when you fall sick. Kunle, don't go and have AIDS when it's time to eat the fruit of your labour. Get condom",,0,0,0,1178313520791916546,[]
2022-07-07 06:52:44+00:00,1544937443388190721,people in the comments asking if i can chew malaria drugs are so funny 😂,{'place_id': '00e55e2b4c491c5f'},0,2,0,435291137,[]
2022-07-07 06:42:33+00:00,1544934880588443648,"Establishment and evaluation of glucose-modified nanocomposite liposomes for the treatment of cerebral malaria: Cerebral malaria (CM) is a life-threatening neurological complication caused by Plasmodium falciparum. About 627,000 patients died of malaria… https://t.co/VYM8H2qSnG https://t.co/NCSxeMFq2D",,0,0,0,1047882421406814208,[]
2022-07-07 06:40:35+00:00,1544934386264686592,If you travel and happen to catch malaria. How long do the symptoms take to show?,,0,0,0,891349476,[]
2022-07-07 06:39:50+00:00,1544934196648493057,Just recovered from that Malaria... Sport shouldn't be this serious.,,0,1,1,2255727790,[]
